bot	sys	pubid	text	templateId	templateText	timestamp	etalon_text
kuber	15.0	25	добрый день. работник имеет удостоверение почетный донор,,сколько дополнительных дней отдыха ему положено	534806	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/12/472666/actual/	2024-02-09T09:45:41.483	работник донор может ли он взять дни к отпуску если он работает внешним совместителем на 0,5 ставки
kuber	15.0	21	КОСГУ ПЛАТА ЗА НЕГАТИВНОЕ ВОЗДЕЙСТВИЕ ПО ДОГОВОРУ НА ОКАЗАНИЕ УСЛУГ ВОДОСНАБЖЕНИЯ?	554704	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/485833/actual/	2024-02-09T09:46:32.368	КОСГУ плата за негативное воздействие на систему водоотведения
kuber	15.0	224	добрый день! подскажите, пожалуйста, какой КПС допустим   сч.205.75?	579142	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/682955/actual/	2024-02-09T09:48:05.135	кпс для счета 2 205 35 000
kuber	15.0	21	Помогите пожалуйста найти письмо Минфина от 29.01.2024 №06-09-09/7018	575385	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/16/143595/actual/	2024-02-09T09:50:22.609	письмо по отчетности на 01.01.2024
kuber	15.0	224	Подскажите, можно ли инвентаризацию кассы проводить один раз в год во время годовой инвентаризации	573826	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/671855/actual/	2024-02-09T09:51:14.996	годовая инвентаризация кассы
kuber	15.0	21	По какому КОСГУ и КВР отразить автоуслуги по чистке дого от снега	581796	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/687384/actual/	2024-02-09T09:51:24.373	косгу и квр для работ по очистке крыши от снега
kuber	15.0	194	Добрый день. Может ли главный бухгалтер быть председателем комиссии по поступлению и выбытию активов?	580868	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://gf.action360.ru/#/document/86/686199/actual/	2024-02-09T09:51:46.806	состав комиссии по поступлению и выбытию активов
kuber	15.0	21	Можно ли написать заявление, чтобы учреждение переводила мою заработную плату моему мужу?	497571	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/450200/actual/	2024-02-09T09:59:56.263	можем мы переводить заработную плату третьим лицам
kuber	15.0	21	если будет заключен контракт только на проект вентиляции какое косгу	548168	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/478801/actual/	2024-02-09T10:00:36.572	система вентиляции косгу
kuber	15.0	224	добрый день! возможно ли провести в учете командировку если она однодневная	456769	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/474150/actual/	2024-02-09T10:08:57.167	учет однодневных командировок
kuber	15.0	224	Добрый день! Подскажите, пожалуйста, КОСГУ на беспроводной звонок?	580376	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/685386/actual/	2024-02-09T10:10:54.890	услуги по обработке телефонных звонков какой квр
kuber	15.0	21	на какой КОСГУ отнести печать и изготовление банера	554682	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/485807/actual/	2024-02-09T10:20:59.789	по какому косгу изготовление печати и штампы
kuber	15.0	224	Добрый день! Возмещение за медкомиссию, квр и косгу	554466	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/635806/actual/	2024-02-09T10:27:36.602	возмещение за медкомиссию квр
kuber	15.0	21	Здравствуйте! Подскажите пожалуйста какой ОКОФ аэратора для газона	554670	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/485796/actual/	2024-02-09T10:30:37.569	роутер какой окоф
kuber	15.0	25	подготовка расчета баланса водопотребления и водоотведения.по КОСГУ	554704	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/12/485833/actual/	2024-02-09T10:31:17.945	расчет баланса водопотребления и водоотведения косгу
kuber	15.0	224	при перечисление налога по УСН проводка 2.303.14.00000000000000852 косгу 189 ??? или кпс 00000000000000000189	532137	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/16/136432/actual/	2024-02-09T10:33:30.478	перечисление налога на усн КОСГУ
kuber	15.0	21	Теплосчетчик на какой счет поставить	554697	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/485824/actual/	2024-02-09T10:34:42.997	теплосчетчик
kuber	15.0	224	как отразить в учете события после отчетной даты	558422	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/643052/actual/	2024-02-09T10:36:09.949	как отразить в учете события после отчетной даты
kuber	15.0	224	срок ефс по перемещению с одной должности на другую\	490276	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/521480/actual/	2024-02-09T10:55:18.084	сроки сзв-тд при переводе на другую должность
kuber	15.0	21	подскажите образец заявления юр лицу для подачи в фсс на возмещение средств на погребение	557598	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/641414/actual/	2024-02-09T10:56:48.245	образец заявления в фсс о возмещении д/с на погребение
kuber	15.0	224	Добрый день, подскажите как посчитать стаж для больничного листа	537704	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/16/137339/actual/	2024-02-09T10:58:51.026	как посчитать страховой стаж для больничного
kuber	15.0	21	должностная инструкция кассира (без бухгалтера)	558000	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/642256/actual/	2024-02-09T11:00:05.487	должностная инструкция кассира-бухгалтера
kuber	15.0	224	внешний накопитель 4 ТБ как запчасть к ПК КОСГУ 346 или 310?	580934	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/12/503904/actual/	2024-02-09T11:00:35.033	косгу флеш накопитель определить 310 или 346
kuber	15.0	224	0510451 выдача матзапасов на хознужды	481476	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/118/108564/actual/	2024-02-09T11:03:01.650	0510451 когда применяется
kuber	15.0	21	Добрый день помогите сформировать в 1С  процент износа основных средств за год	578134	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/680779/actual/	2024-02-09T11:04:41.249	как списать пять основных средств по причине износа
kuber	15.0	224	добрый день! подскажите, пожалуйста, какой КПС допустим сч.205.75?	579142	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/682955/actual/	2024-02-09T11:06:35.091	кпс для счета 2 205 35 000
kuber	15.0	25	по договру получены в  бессрочное пользование  основные средства проводки.	576036	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/86/676339/actual/	2024-02-09T11:14:08.078	основные средства получены в безвозмездное (бессрочное) пользование
kuber	15.0	21	сроки сдачи ЕФС в 2024 г бюджетное	572810	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/669812/actual/	2024-02-09T11:18:49.183	срок сдачи ефс-1 гпд
kuber	15.0	21	Добрый день!Акт приемки (ф. 0510452): когда и как его нужно формировать	481479	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/118/108636/actual/	2024-02-09T11:22:13.086	акт приемки (ф. 0510452) на работы или услуги
kuber	15.0	21	здравствуйте. на каком счете отразить пени по страховым взносам в 2024 году?	569922	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/495444/actual/	2024-02-09T11:28:48.754	на каком счете отражаются пени по страховым взносам
kuber	15.0	25	что относится к внеоборотным материальным запасам	581690	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/86/687225/actual/	2024-02-09T11:29:14.984	что относится к внеоборотным материальным запасам
kuber	15.0	224	инвентаризация по каким участкам нужно делать годовую	573815	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/671861/actual/	2024-02-09T11:29:21.977	земельный участок инвентаризация
kuber	15.0	224	Добрый день! Подскажите, какие документы оформляются при выявлении излишек в результате инвентаризации	540610	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/16/137878/actual/	2024-02-09T11:43:20.510	какие документы составить при выявлении излишков при инвентаризации
kuber	15.0	224	кто должен оформлять акт (ф.0510452)	481479	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/118/108636/actual/	2024-02-09T11:48:22.809	кто должен заполнять акт 0510452
kuber	15.0	21	Добрый день! образец ф.0510451 для скачивания	481476	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/118/108564/actual/	2024-02-09T12:02:54.130	образец ф 0510451
kuber	15.0	194	Здравствуйте! Какой КПС к 304.06 счету при заимствовании денежных средств?	577910	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://gf.action360.ru/#/document/86/680474/actual/	2024-02-09T12:08:19.091	счета 304.06 корреспонденция проводок по заимствованию средств
kuber	15.0	21	инвентаризация имущества 2023 г бюджетное	573812	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/671862/actual/	2024-02-09T12:11:40.561	инвентаризации имущества бюджетного учреждения
kuber	15.0	224	Добрый день.Подскажите пожалуйста косгу утилизация электронной техники?	554720	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/12/485852/actual/	2024-02-09T12:15:32.870	утилизация орг.техники косгу 2019
kuber	15.0	21	Добрый день! Подскажите, пожалуйста, какой ОКОФ подходит для комплекта звукового оборудования?	44623	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/16/115109/actual/	2024-02-09T12:18:24.086	окоф комплекта охранной сигнализации астра р
kuber	15.0	21	Допустим ли дебетовый остаток по следующим счетам 303.10,303.11,303.12,303.15 в ф.0503769	547549	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/118/127364/actual/	2024-02-09T12:26:56.736	303.15 в 0503769
kuber	15.0	224	Добрый день. Замена оконных рам в бюджетной организации,  это текущий ремонт или капитальный?	581271	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/686812/actual/	2024-02-09T12:31:53.835	замена окон квр это текущий ремонт
kuber	15.0	224	здравствуйте, как отразить в учете договор субаренды (со стороны субаренлателя)	459967	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/118/27748/actual/	2024-02-09T12:36:38.017	договор субаренды нежилого помещения
kuber	15.0	21	Добрый день! По какому КОСГУ оплатить бюджетной организации приобретение доменного имя для своего сайта?	554311	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/485482/actual/	2024-02-09T12:49:25.730	как учесть расходы на регистрацию доменного имени сайта: косгу , квр, проводки
kuber	15.0	25	Добрый день! По какому коду аналитики оприходовать материальные запасы, полученные безвозмездно из физ.лица?	581683	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/86/687211/actual/	2024-02-09T12:59:17.520	безвозмездно получены материальные запасы как отразить в бухгалтерском учтет
kuber	15.0	25	соотношения между показателями баланса ф. 0503130, справки ф.0503110 и отчета  ф. 0503121	423738	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/16/117366/actual/	2024-02-09T13:13:27.873	соотношения между формами 0503110 0503121 0503130
kuber	15.0	25	"Добрый день! какое Косгу ""возврат остатка межбюджетных трансфертов"" (нам надо вернуть в финуправление.)"	572619	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/86/668983/actual/	2024-02-09T13:21:56.849	отражение кредиторской задолженности по возврату остатков межбюджетных трансфертов бухгалтерские проводки
kuber	15.0	21	Проводки удержаны алименты из заработной платы?	497858	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/535670/actual/	2024-02-09T13:29:47.381	аванс с заработной платы удерживают ли алименты
kuber	15.0	224	Здравствуйте, подскажите по какому КОСГУ принять металлическую дверь?	581291	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/12/503991/actual/	2024-02-09T13:30:19.725	косгу приобретение металлических дверей
kuber	15.0	21	Здравствуйте, можно ли использовать Бланк авансового отчета в 2024 по форме 0504505	436686	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/118/87403/actual/	2024-02-09T13:44:37.497	можно ли использовать в учете в 2022 году авансовый отчет форма 0504505
kuber	15.0	21	Здравствуйте! Учреждение проводит мероприятие! Ему поступают оргвзносы от участников. Подскажите код КОСГУ (доходный)	540561	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/476246/actual/	2024-02-09T13:48:49.658	оргвзносы для участия в мероприятиях квр и КОСГУ
kuber	15.0	224	Доброй день! Формирование отчёта по форме 0503168	578253	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/681023/actual/	2024-02-09T13:56:36.026	заполнение форма 0503168
kuber	15.0	21	Добрый вечер. На какой КВР нужно отнести расходы на пополнение баланса мобильного телефона?	502812	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/546940/actual/	2024-02-09T14:28:23.679	квр мобильного телефона
kuber	15.0	21	Здравствуйте! Подскажите форму ликвидационного баланса  по территориальному управлению (гос органы)	505387	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/553341/actual/	2024-02-09T14:57:28.927	образец пояснительной записки к ликвидационному балансу
kuber	15.0	21	Добрый день, как принять к учету неисключительные права использования программного продукта?	546816	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/621908/actual/	2024-02-09T02:43:21.836	учет неисключительных прав использования программными продуктами
kuber	15.0	21	Здравствуйте! на каком счете нужно учитывать легковой автомобиль?	580830	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/686133/actual/	2024-02-09T02:55:42.681	на каком счете учитывать автомобили
kuber	15.0	21	как списать безнадежную дебиторскую задолженность	574894	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/673651/actual/	2024-02-09T02:58:41.186	Здравствуйте, подскажите как списать безнадежную к взысканию дебиторскую задолженность
kuber	15.0	224	здравствуйте подскажите пожалуйста ОКПД запчасти куда относятся	531917	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/16/115112/actual/	2024-02-09T03:01:38.265	определить окпд
kuber	15.0	21	Доброе утро! Должны ли в бюджетном учреждении договоры перед заключением согласовывать с главным бухгалтером?	574896	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/498448/actual/	2024-02-09T03:19:11.606	должен ли грбс согласовывать списание дебиторской задолженности казенных учреждений
kuber	15.0	25	Здравствуйте ! К какому КОСГУ отнести установку в лифте	554699	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/12/485826/actual/	2024-02-09T03:22:19.019	установка лифта по какому КОСГУ отразить
kuber	15.0	21	Доброе утро, услуги по централизованной охране в административном здании КОСГУ КВР	580930	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/503933/actual/	2024-02-09T03:22:24.710	косгу услуги охраны здания
kuber	15.0	25	Добрый день! Применение нового формата УПД с какого числа необходимо применять?	443274	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/16/121248/actual/	2024-02-09T03:24:33.380	может ли бюджетное учреждение применять упд
kuber	15.0	21	Здравствуйте, прошу разъяснить что означает КБК 09090141090059 611	580944	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/16/144293/actual/	2024-02-09T03:33:39.027	какие расходы отнести на квр 611 и 612
kuber	15.0	25	здравствуйте ! подскажите нормативный документ приобретения спецодежды сотрудникам	581611	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/86/687114/actual/	2024-02-09T03:34:02.617	приобретение спецодежды для рабочих косгу
kuber	15.0	21	приказ о назначении комиссии по списанию имущества образец	460946	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/118/77845/actual/	2024-02-09T03:34:37.639	приказ о назначении комиссии по списанию гсм образец
kuber	15.0	224	списание с 21 счета каким документом	578136	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/680766/actual/	2024-02-09T03:38:40.274	каким документом отражается списание на забалансовый счет 21
kuber	15.0	21	"Услуга по идентификации аппаратуры спутниковой навигации в ГАИС "" ЭРА ГЛОНАСС "" косгу?"	581365	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/504035/actual/	2024-02-09T03:44:08.472	косгу для аппаратуры спутниковой навигации
kuber	15.0	21	"Добрый день! Форма 0503121 строка 174 ""Выпадающие доходы"" - указывается сумма положительная или отрицательная?"	579104	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/682772/actual/	2024-02-09T03:53:19.989	401.10.174 выпадающие доходы
kuber	15.0	224	Добрый день! Нужно ли формировать авансовый отчет, если компенсировали расходы на прохождение мед осмотра?	554466	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/635806/actual/	2024-02-09T03:58:04.862	квр возмещение расходов на прохождение медицинского осмотра
kuber	15.0	21	если сотрудник в командировке был в гостинице меньше суток ,можно оплатить за проживание?	532377	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/16/130197/actual/	2024-02-09T03:59:23.632	проживание в гостинице в командировке проводки
kuber	15.0	21	Здравствуйте. Счет 401.41 должен закрываться в конце года или может остаться остаток?	542150	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/16/138083/actual/	2024-02-09T04:03:55.598	счет 401 41 в 2021 году
kuber	15.0	21	"Добрый день. Подскажите,пожалуйста на какой КВР относить платеж в российскую организацию """"Оплата членских взносов?"	540561	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/476246/actual/	2024-02-09T04:14:05.227	по какому квр членский взнос в международную организацию
kuber	15.0	224	При оприходовании основных средств надо использовать Акт приемки ф.0510452	481479	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/118/108636/actual/	2024-02-09T04:18:40.768	акт приемки форма 0510452 в каких случаях применяется
kuber	15.0	25	Как заполнит и сдать форму №11?	585505	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/16/144837/actual/	2024-02-09T04:18:47.765	форма 11 (краткая) как заполнить
kuber	15.0	21	Нужно ли увеличивать стоимость основного средства (Гараж) если поменяли ворота на автоматические?	546664	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/478795/actual/	2024-02-09T04:21:18.944	замена ворот в гараже.КОСГУ
kuber	15.0	224	Здравствуйте, по какому КОСГУ отразить в учете установку перегородок в туалете Автономного образовательного учреждения?	554663	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/12/485788/actual/	2024-02-09T04:22:51.479	косгу установка перегородки в арендованном помещении
kuber	15.0	224	Добрый день! Какие затраты формируют вложения в незавершенное строительство?	540483	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/12/476129/actual/	2024-02-09T04:30:35.014	квр незавершенного строительства
kuber	15.0	224	Добрый день, тележка уборочная  двухведерная с отжимом относится к основному средству или матзапасам?	44623	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/16/115109/actual/	2024-02-09T04:31:07.023	тележка внутрикорпусная окоф
kuber	15.0	224	Можно ли в договор по 223 ФЗ не прописывать цену на услугу?	457049	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/118/105422/actual/	2024-02-09T04:34:43.206	договор об оказании услуг по закону № 223-фз
kuber	15.0	224	Здравствуйте! Подскажите пожалуйста по какому КОСГУ оплатить изготовление и монтаж перегородок в санузлах?	554663	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/12/485788/actual/	2024-02-09T04:40:23.674	косгу монтаж и установка перегородки при
kuber	15.0	224	Добрый день. По какому КВР и КОСГУ в бюджетной организации отразить покупку противогазов?	581611	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/687114/actual/	2024-02-09T04:46:36.699	к какому КОСГУ отнести покупку противогаза
kuber	15.0	25	Добрый день! Подскажите, действителен ли товарный чек без кассового? Для принятия к учету.	582663	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/16/144502/actual/	2024-02-09T04:51:20.194	документы подотчет товарный чек
kuber	15.0	224	Доброе утро. ПРиказ 64-Н по электронным подписям применяемым при электронном документообороте.	577609	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/679707/actual/	2024-02-09T04:58:09.751	приказ № 61н о электронном документообороте
kuber	15.0	21	Здравствуйте приобретенные программы сроком действия 12 месяцев как учитывать в учете	546816	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/621908/actual/	2024-02-09T05:00:01.055	как оприходовать программу 1с сроком на 12 месяцев
kuber	15.0	25	Здравствуйте. Можно ли применять акт 0504230 в 2024 году	589776	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/118/140894/actual/	2024-02-09T05:06:51.248	акт 0504230
kuber	15.0	224	Здравствуйте, какой датой в БУ начисляется налог на имущество за 2024 год?	532165	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/16/136442/actual/	2024-02-09T05:12:24.964	какой проводкой отобразить налог на имущество
kuber	15.0	25	Увеличилась кадастровая стоимость здания согласно выписки из ЕГРЮЛ.	540551	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/12/476285/actual/	2024-02-09T05:17:12.722	косгу и квр на выписку кадастровой стоимости
kuber	15.0	21	Здравствуйте! Как отражается излишне выплаченная в прошлом году заработная плата уволенному сотруднику?	532147	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/86/599496/actual/	2024-02-09T05:19:41.159	на какой счет отнести излишне выплаченную заработную плату прошлых лет
kuber	15.0	224	Здравствуйте. Подскажите, нарты - это транспортное средство?	580830	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/86/686133/actual/	2024-02-09T05:28:45.540	группа транспортные средства
kuber	15.0	21	Здравствуйте, Какой ОКОФ и амортизационная группа у презентера?	44623	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/16/115109/actual/	2024-02-09T00:38:10.943	сервис, чтобы определить ОКОФ и амортизационную группу
kuber	15.0	21	Добрый день. Подскажите пожалуйста может ли вуз давать сотрудникам гранты, например за научный проект.	580910	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/12/503923/actual/	2024-02-09T00:38:57.314	код косгу для оплаты гранта сотруднику
kuber	15.0	25	нужно ли на ПКО и РКО ставить штампики получено оплачено?	554682	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.gosfinansy.ru/#/document/12/485807/actual/	2024-02-09T00:49:31.357	какое косгу для оплаты штампиков
kuber	15.0	224	Здравствуйте! Подскажите пожалуйста по какому КОСГУ работы по теплоизоляции трубопровода?	581304	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/12/504002/actual/	2024-02-09T01:13:27.966	теплоизоляция для труб косгу
kuber	15.0	224	Здравствуйте! Покупаем конверты без марок для отправки по почте в дальнейшем, какое КОСГУ применять?	540553	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/12/476240/actual/	2024-02-09T01:14:49.144	косгу отправка почты
kuber	15.0	21	Здравствуйте! бюджетное учреждение отражаются ли в форме П-2 поступление ОС стоимостью до 10 тыс?	580575	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://www.gosfinansy.ru/#/document/16/144269/actual/	2024-02-09T00:20:35.704	учет ос до 10 тыс руб
kuber	15.0	224	можно ли принять отчетные документы к авансовому отчету за проживание, как счет и счет-фактуру?	478798	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/16/74954/actual/	2024-02-09T00:25:55.225	можно ли принимать частично счет-фактуру на аванс
kuber	15.0	224	Здравствуйте. нужно ли распечатывать карточки капвложений за 2023г если эл подписи действуюс с 2024	485822	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://plus.gosfinansy.ru/#/document/118/108622/actual/	2024-02-09T01:44:35.472	карточка капвложений как формировать
